SUBE_KODU;SUBE_KODU_org;SUBE_ADI;BOLGE;IL_KODU;IL_ADI;SUBE_AKTIF_KOD;ILCE_KODU;ILCE_ISMI;SUBE_ADRES;KAPANIS_TARIHI;ACILIS_TAR
1355;2880;ÜRGÜP;BAŞKENT-1           ;50;NEVŞEHİR                                          ;A;5006;ÜRGÜP;Cumhuriyet Mahallesi Mehmet Akif Bulvarı No:1/A Ürgüp/Nevşehir;NULL;2004-04-01 00:00:00.000
1360;3555;ÇALDIRAN;GÜNEYDOĞU ANADOLU   ;65;VAN                                               ;A;6508;ÇALDIRAN;Recep Tayyip Erdoğan Mah. Van Cad. No: 145 Çaldıran / Van;NULL;2019-08-23 00:00:00.000
1365;1365;ESKİŞEHİR ÖZEL BANKACILIK MERKEZİ;ÖZEL BANKACILIK     ;26;ESKİŞEHİR                                         ;P;2614;TEPEBAŞI;Eskibağlar Mah. Üniversite Cad. No:15/A Kat:1 Tepebaşı/Eskişehir;17.01.2018 00:00;2013-01-11 00:00:00.000
1370;9126;BAKIRKÖY;AVRUPA-2            ;34;İSTANBUL                                          ;A;3402;BAKIRKÖY;İncirli Cad. Kıbrıs Sok. No:28 Bakırköy/İstanbul;NULL;1997-11-10 00:00:00.000
1375;9900;MERSİN SERBEST BÖLGE;ÇUKUROVA            ;33;İÇEL                                              ;A;3310;AKDENİZ;Karaduvar Mh.Serbest Bölge 3.Cad.No:9E Mersin Serbest Bölgesi Akdeniz / Mersin;NULL;2001-12-31 00:00:00.000
1380;1790;ZİNCİRLİKUYU TİCARİ MERKEZ;AVRUPA-1            ;34;İSTANBUL                                          ;A;3413;ŞİŞLİ;Esentepe Mahallesi Büyükdere Caddesi No:141/4 Esentepe-Şişli/İstanbul;NULL;2009-09-16 00:00:00.000
1385;1385;KEYAP TİCARİ MERKEZ;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;P;3423;ÜMRANİYE;Yukarı Dudullu Bostancı Yolu Cad. Keyap Sanayi Sitesi No:20 Kat:1 Ümraniye/İstan;24.05.2016 00:00;2013-01-28 00:00:00.000
1390;5900;LİBADİYE;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3414;ÜSKÜDAR;Bulgurlu Mah. Libadiye Cad. Üstünkan Blokları No:17/1   Üsküdar / İstanbul;NULL;2011-06-24 00:00:00.000
1395;1395;GÜNGÖREN CAMLIKAHVE;AVRUPA-2            ;34;İSTANBUL                                          ;P;3429;GÜNGÖREN;Mareşal Çakmak Mah. Bağcılar Cad. No: 132/B Güngören/İstanbul;04.08.2016 00:00;2013-02-18 00:00:00.000
1400;1210;BOĞAZLIYAN;BAŞKENT-1           ;66;YOZGAT                                            ;A;6602;BOĞAZLIYAN;Yukarı Mahalle Ali İhsan Kadıoğlu Cd. No:24/1 Boğazlıyan / Yozgat;NULL;2008-12-18 00:00:00.000
1405;1405;İZMİR TİCARİ MERKEZ;EGE                 ;35;İZMİR                                             ;P;3522;KONAK;Akdeniz Cad. No:14 TEV-Sadullah Hamit Birsel İş Merkezi Kat:2 D:202 Alsancak Kon;04.08.2016 00:00;2013-02-26 00:00:00.000
1410;6060;KIZILTEPE;GÜNEYDOĞU ANADOLU   ;47;MARDİN                                            ;A;4705;KIZILTEPE;Cumhuriyet Mahallesi Hastane Caddesi No:53/A Kızıltepe/Mardin;NULL;2011-09-29 00:00:00.000
1415;1415;İSTANBUL ANADOLU ADALET SARAYI;İSTANBUL ANADOLU-2  ;34;İSTANBUL                                          ;P;3411;KARTAL;İstanbul Anadolu Adalet Sarayı Soğanlık Mah. E-5 Yanyol Cad. No:29 C Blok CZ-16;25.12.2015 00:00;2013-02-18 00:00:00.000
1420;9640;BODRUM;AKDENİZ             ;48;MUĞLA                                             ;A;4801;BODRUM;Konacık Mahallesi Atatürk Bulvarı No:173/7 Bodrum/Muğla;NULL;2002-01-03 00:00:00.000
1425;1425;ÖRNEK MAHALLESİ;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;P;3435;ATAŞEHİR;ÖRNEK MAHALLESİ ŞEHİT CAHAR DUDAYEV CADDESİ NO:13-15 A ATAŞEHİR/İSTANBUL;14.10.2015 00:00;2013-04-08 00:00:00.000
1430;1430;MAHMUTBEY YOLU;AVRUPA-3            ;34;İSTANBUL                                          ;P;3427;BAĞCILAR;Hürriyet Mah. Mahmutbey Cad. Mevsim Sok. No:25 Bağcılar/İstanbul;20.12.2016 00:00;2008-12-18 00:00:00.000
1435;1435;ALANYA TİCARİ MERKEZ;AKDENİZ             ;7;ANTALYA                                           ;P;702;ALANYA;Sugözü Mah. Zamanoğlu Caddesi No:73/1 Alanya/ANTALYA;12.07.2017 00:00;2013-05-13 00:00:00.000
1440;1440;FİKİRTEPE;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;P;3410;KADIKÖY;Fikirtepe mah. Mandıra cd. No:88 Kadıköy -İSTANBUL;27.04.2021 00:00;2008-12-19 00:00:00.000
1445;4470;KEYAP BÜYÜK İŞLETMELER;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3423;ÜMRANİYE;Y.Dudullu Mh.Necip Fazıl Blv.Keyap Sit.B1blk No:44/20 İçKpno:2 Ümraniye/İstanbul;NULL;2008-02-27 00:00:00.000
1450;4660;ŞİRİNYER;EGE                 ;35;İZMİR                                             ;A;3520;BUCA;Güven Mahallesi Menderes Caddesi No:290/A Buca/İzmir;NULL;2008-04-07 00:00:00.000
1455;1455;ADANA MOBİLYACILAR SİTESİ;ÇUKUROVA            ;1;ADANA                                             ;P;117;YÜREĞİR;Güzelevler Mah. Meşe Cad. No:6/A Yüreğir/Adana;23.05.2016 00:00;2013-05-13 00:00:00.000
1460;9280;MANİSA;EGE                 ;45;MANİSA                                            ;A;4500;MANİSA;1.ANAFARTALAR MAHALLESİ MUSTAFA KEMAL PAŞA CADDESİ NO:38/A ŞEHZADELER/MANİSA;NULL;1998-12-28 00:00:00.000
1465;5460;KAYNARCA;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3420;PENDİK;E5 Yanyol Üzeri Çamçeşme Mah. Kemalpaşa Cad. No:1/A;NULL;2010-11-04 00:00:00.000
1470;3840;KIRKLARELİ;TRAKYA              ;39;KIRKLARELİ                                        ;A;3900;MERKEZ;Karakaş Mah. Fevzi Çakmak Bulvarı Kalender Apt No:30A Merkez/Kırklareli;NULL;2006-12-21 00:00:00.000
1475;1475;SOĞUKSU ANTALYA;AKDENİZ             ;7;ANTALYA                                           ;P;719;MURATPAŞA;Yıldız Mah. Kazım Karabekir Cad. Balcı Apt. No:102/1 Muratpaşa/Antalya;20.12.2016 00:00;2013-07-02 00:00:00.000
1480;3590;KAYAPINAR;GÜNEYDOĞU ANADOLU   ;21;DİYARBAKIR                                        ;A;2117;SUR;Talaytepe Mh. Mezopotamya Blv. Ay Office No:37M Kayapınar/Diyarbakır;NULL;2006-01-24 00:00:00.000
1485;1485;SULTANAHMET;AVRUPA-1            ;34;İSTANBUL                                          ;P;3408;FATİH;Cankurtaran Mah. Mimar Mehmet Ağa Cad. No:3 Sultanahmet/Fatih/İSTANBUL;14.12.2018 00:00;2013-05-08 00:00:00.000
1490;3115;EZİNE;TRAKYA              ;17;ÇANAKKALE                                         ;A;1707;EZİNE;Seferşah Mah. Atatürk Cad. No: 41/1 Ezine/Çanakkale;NULL;2017-10-18 00:00:00.000
1495;1495;ÖVEÇLER;BAŞKENT-1           ;6;ANKARA                                            ;P;602;ÇANKAYA;Öveçler Mah.  Kabil (1042.) Cadde No:67/19 Çankaya/Ankara;21.08.2015 00:00;2013-06-03 00:00:00.000
1500;9240;KAZASKER;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3410;KADIKÖY;KozyatağıMh ŞemsettinGünaltayCad No:80/A Kadıköy/İst;NULL;1998-09-18 00:00:00.000
1505;1505;EĞİRDİR;AKDENİZ             ;32;ISPARTA                                           ;P;3202;EĞİRDİR;Katip Mahallesi Dr.İsa Köklü Caddesi No:60/B101 Eğirdir/Isparta;24.09.2020 00:00;2013-05-29 00:00:00.000
1510;1915;BATMAN DİYARBAKIR CADDESİ;GÜNEYDOĞU ANADOLU   ;72;BATMAN                                            ;A;7200;MERKEZ;Kültür Mah. Turgut Özal Bulv. Güneş İş Merk. No:67/A Merkez/Batman;NULL;2013-08-15 00:00:00.000
1515;3805;BULVAR İVEDİK ŞUBESİ;BAŞKENT-2           ;6;ANKARA                                            ;A;605;YENİMAHALLE;İvedik OSB Mah. Melih Gökçek Bul. No:63 Kapı no:104 Yenimahalle / Ankara;NULL;2022-05-16 00:00:00.000
1520;1515;MANAVGAT SANAYİ;AKDENİZ             ;7;ANTALYA                                           ;A;710;MANAVGAT;Aşağı Pazarcı Mahallesi Zübeyde Hanım Caddesi No:2 Manavgat/Antalya;NULL;2013-07-10 00:00:00.000
1525;7080;ÇEŞME;EGE                 ;35;İZMİR                                             ;A;3506;ÇEŞME;İnönü Mah. 2001 Sok. No:8/A Çeşme/İzmir;NULL;2011-11-16 00:00:00.000
1530;4890;YALIKAVAK;AKDENİZ             ;48;MUĞLA                                             ;A;4801;BODRUM;Dirmil Mahallesi İnönü Caddesi No:128/1-2-3 Bodrum/Muğla;NULL;2008-06-09 00:00:00.000
1535;1355;SAHABİYE;BAŞKENT-1           ;38;KAYSERİ                                           ;A;3814;KOCASİNAN;Sahabiye Mahallesi Ahmet Paşa Caddesi Ahmet Paşa İş Merkezi No:16D Kocasinan/Kay;NULL;2013-01-14 00:00:00.000
1540;3730;SİNCAN;BAŞKENT-2           ;6;ANKARA                                            ;A;622;SİNCAN;Atatürk Mah. Ankara Cad. No:32 Sincan / Ankara;NULL;2006-02-24 00:00:00.000
1545;4800;KARACABEY;MARMARA             ;16;BURSA                                             ;A;1604;KARACABEY;Runguç Paşa Mah. Atatürk Bulvarı No:24 Karacabey / BURSA;NULL;2008-08-22 00:00:00.000
1550;8202;ANKARA MOBİL SATIŞ OFİSİ;GENEL MÜDÜRLÜK      ;6;ANKARA                                            ;A;602;ÇANKAYA;Atatürk Bulvarı Gama İş Merkezi 97/ 22-25 Çankaya /ANKARA;NULL;2018-11-15 00:00:00.000
1555;1555;BURSA CUMHURİYET CADDESİ;MARMARA             ;16;BURSA                                             ;P;1614;OSMANGAZİ;Tuzpazarı Mah. Cumhuriyet Cad. No:132/A Osmangazi/BURSA;21.08.2015 00:00;2013-05-31 00:00:00.000
1565;9019;GENEL MUHASEBE;GENEL MÜDÜRLÜK      ;34;İSTANBUL                                          ;A;3413;ŞİŞLİ;Büyükdere Cad. No:141 Esentepe – İstanbul;NULL;1997-01-01 00:00:00.000
1570;1570;ERMENEK;ORTA ANADOLU        ;70;KARAMAN                                           ;P;7002;ERMENEK;Çınarlısu Mah. Cumhuriyet Cad. No:42   Ermenek / Karaman;01.10.2013 00:00;2009-09-18 00:00:00.000
1575;1575;BAŞAKŞEHİR METROKENT;AVRUPA-3            ;34;İSTANBUL                                          ;P;3438;BAŞAKŞEHİR;Başak Mah. Yeşil Vadi Cad. No:3/2AA Başakşehir/İstanbul;18.08.2015 00:00;2013-05-29 00:00:00.000
1580;3560;BAFRA;KARADENİZ           ;55;SAMSUN                                            ;A;5502;BAFRA;Cumhuriyet Mah. Cumhuriyet Meydanı Çelebi İş Hanı No.2  Bafra/Samsun;NULL;2005-12-21 00:00:00.000
1585;5920;KUYUMCUKENT;AVRUPA-2            ;34;İSTANBUL                                          ;A;3428;BAHÇELİEVLER;Yenibosna Merkez Mahallesi Ladin Sokak No:4 İç Kapı No:Z214, 1218 Bahçelievler/İ;NULL;2011-06-24 00:00:00.000
1590;1760;GEMLİK;MARMARA             ;16;BURSA                                             ;A;1601;GEMLİK;Hamidiye Mah Kuvayi Milliye Bulv Engin Usta Blk No:10 İç Kapı No:1 Gemlik/Bursa;NULL;2010-09-22 00:00:00.000
1595;1595;GÖZTEPE CADDE;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;P;3410;KADIKÖY;Bağdat Cad.No:240/B Göztepe Kadıköy/İstanbul;04.08.2016 00:00;2013-06-18 00:00:00.000
1600;5650;ÇEMENZAR;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3410;KADIKÖY;Fahrettin Kerim Gökay Cad. Mazharbey Durak Çeviköz Apt. No:169/A Göztepe Kadıköy;NULL;2011-02-09 00:00:00.000
1605;1605;ÖZEL BANKACILIK MERKEZİ SUADİYE;ÖZEL BANKACILIK     ;34;İSTANBUL                                          ;P;3410;KADIKÖY;Bağdat Cad. No:495/A Bostancı Kadıköy / İstanbul;26.01.2018 00:00;2013-06-18 00:00:00.000
1610;3610;GAZİEMİR;EGE                 ;35;İZMİR                                             ;A;3526;GAZİEMİR;AKÇAY CAD. NO:216 GAZİEMİR/İZMİR;NULL;2005-12-16 00:00:00.000
1615;1615;ULUS İSTANBUL;AVRUPA-1            ;34;İSTANBUL                                          ;P;3403;BEŞİKTAŞ;Adnan Saygun Caddesi No:21 Ulus-Beşiktaş/İstanbul;15.07.2016 00:00;2013-06-18 00:00:00.000
1620;9010;NATO YOLU;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3414;ÜSKÜDAR;Güzeltepe Mah. Bosna Bulvarı No:143/A Üsküdar / İstanbul;NULL;2011-11-02 00:00:00.000
1625;1625;PANGALTI;AVRUPA-1            ;34;İSTANBUL                                          ;P;3413;ŞİŞLİ;Halaskargazi Caddesi No:21 Harbiye-Şişli/İstanbul;18.03.2015 00:00;2013-06-18 00:00:00.000
1630;9084;BURSA;MARMARA             ;16;BURSA                                             ;A;1614;OSMANGAZİ;Fevzi Çakmak Cad. Beyhan İş Merkezi No:69 Fomara/Bursa;NULL;1997-09-29 00:00:00.000
1635;1635;İZMİR ÖZEL BANKACILIK MERKEZİ;ÖZEL BANKACILIK     ;35;İZMİR                                             ;P;3522;KONAK;Kültür Mahallesi Atatürk Cad. No:174/1 D.5-6 Ekim Apartmani Kat:3 Konak/İzmir;17.01.2018 00:00;2013-06-19 00:00:00.000
1640;3500;TARSUS HAL;ÇUKUROVA            ;33;İÇEL                                              ;A;3306;TARSUS;Öğretmenler Mahallesi Gazipaşa Bulvarı T Blok No:3 Z-01 Tarsus/Mersin;NULL;2005-11-30 00:00:00.000
1645;1645;ÖZKANLAR;EGE                 ;35;İZMİR                                             ;P;3501;BORNOVA;Manavkuyu Mahallesi Mustafa Kemal Caddesi No:152 Bayraklı/İzmir;24.05.2016 00:00;2013-06-19 00:00:00.000
1650;1285;SALTAK;AKDENİZ             ;20;DENİZLİ                                           ;A;2000;DENİZLİ;Sırakapılar Mah. 493. Sok. No:12 Denizli;NULL;2013-01-14 00:00:00.000
1655;1655;NARLIDERE;EGE                 ;35;İZMİR                                             ;P;3502;KARŞIYAKA;Narlı Mahallesi Mithatpaşa Caddesi No:313/B Narlıdere/İzmir;20.12.2016 00:00;2013-06-19 00:00:00.000
1660;9750;BEYOĞLU;AVRUPA-1            ;34;İSTANBUL                                          ;A;3405;BEYOĞLU;Meşrutiyet cad. No:26 Beyoğlu / İSTANBUL;NULL;2002-01-03 00:00:00.000
1665;1665;ZİYAPAŞA;ÇUKUROVA            ;1;ADANA                                             ;P;116;SEYHAN;Kurtuluş Mah. Ziyapaşa Bulvarı Lütfiye Hanım Apt. No:35/1 Seyhan/Adana;14.08.2015 00:00;2013-06-19 00:00:00.000
1670;2650;ORTACA;AKDENİZ             ;48;MUĞLA                                             ;A;4810;ORTACA;Atatürk Mah. Atatürk Bulvarı No:117/A Ortaca/Muğla;NULL;2002-12-27 00:00:00.000
1675;1675;ALTUNİZADE KISIKLI CADDESİ;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;P;3414;ÜSKÜDAR;Mahir İz Caddesi No:34/A  Altunizade Üsküdar/İstanbul;14.08.2015 00:00;2013-06-18 00:00:00.000
1680;1680;ÇANKAYA TİCARİ MERKEZ;BAŞKENT-2           ;6;ANKARA                                            ;P;602;ÇANKAYA;CİNNAH CADDESİ NO:47 KAT:1;16.06.2016 00:00;2009-09-28 00:00:00.000
1685;1685;MEŞRUTİYET;BAŞKENT-1           ;6;ANKARA                                            ;P;602;ÇANKAYA;Kocatepe Mahallesi Meşrutiyet Caddesi No:29/A Kızılay-Çankaya/Ankara;23.05.2016 00:00;2013-06-20 00:00:00.000
1690;4320;1.SANAYİ İZMİR;EGE                 ;35;İZMİR                                             ;A;3522;KONAK;MERSİNLİ MAH. 2822 SOKAK NO:66 KONAK/İZMİR;NULL;2007-08-16 00:00:00.000
1695;1695;TOPKAPI MALTEPE;AVRUPA-2            ;34;İSTANBUL                                          ;P;3425;BAYRAMPAŞA;Orta Mah. Maltepe Cad. No:2/B Bayrampaşa/İstanbul;20.12.2016 00:00;2013-06-17 00:00:00.000
1700;2960;DEMRE;AKDENİZ             ;7;ANTALYA                                           ;A;712;DEMRE;Gökyazı Mah. Alakent Cad. No:9 Demre /Antalya;NULL;2004-03-29 00:00:00.000
1705;9440;ŞİRİNEVLER;AVRUPA-2            ;34;İSTANBUL                                          ;A;3428;BAHÇELİEVLER;MAHMUTBEY CAD MERİÇ SOK NO:23 ŞİRİNEVLER;NULL;2000-10-26 00:00:00.000
1710;1420;DÖRTYOL;ÇUKUROVA            ;31;HATAY                                             ;A;3102;DÖRTYOL;Sanayi Mh.Çaylı Cd. Helli Apt.Sitesi No:56/A Dörtyol/Hatay;NULL;2008-12-23 00:00:00.000
1715;1715;NURDAĞI;ÇUKUROVA            ;27;GAZİANTEP                                         ;P;2710;NURDAĞI;Atatürk Mahallesi Türkeş Bulvarı No:20/A Nurdağı/Gaziantep;03.05.2023 00:00;2013-06-20 00:00:00.000
1720;4270;ALİAĞA;EGE                 ;35;İZMİR                                             ;A;3503;ALİAĞA;Kültür Mah. Demokrasi Meydanı No:1 Aliağa / İzmir;NULL;2007-10-16 00:00:00.000
1730;3240;SAHRAYICEDİT;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3410;KADIKÖY;ATATÜRK CAD.TOKMAN APT.NO:25/A  SAHRAYICEDİD KADIKÖY İSTANBUL;NULL;2005-07-11 00:00:00.000
1735;3535;ALTINEKİN;BAŞKENT-2           ;42;KONYA                                             ;A;4219;ALTINEKİN;Ölmez Mah. Millet Cad. No: 13 / 1 Altınekin/Konya;NULL;2018-12-10 00:00:00.000
1740;9220;YEŞİLKÖY;AVRUPA-2            ;34;İSTANBUL                                          ;A;3402;BAKIRKÖY;Yeşilköy Mahallesi Bostan Sokak No:24/A Bakırköy/İstanbul;NULL;1998-07-06 00:00:00.000
1745;1745;EMİNÖNÜ;AVRUPA-1            ;34;İSTANBUL                                          ;P;3408;FATİH;Hobyar Mahallesi Şeyhulislam Hayri Efendi Caddesi No:13 Eminönü-Fatih/İstanbul;30.03.2018 00:00;2013-06-18 00:00:00.000
1755;1755;NİSPETİYE;AVRUPA-1            ;34;İSTANBUL                                          ;P;3403;BEŞİKTAŞ;Nispetiye Cad. No:40 Levent   Beşiktaş / İstanbul;20.12.2018 00:00;2013-06-18 00:00:00.000
1760;9175;DENİZLİ;AKDENİZ             ;20;DENİZLİ                                           ;A;2000;DENİZLİ;Saraylar Mah. 464 Sok. No:1 Denizli;NULL;1997-09-29 00:00:00.000
1765;1765;KOZYATAĞI;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;P;3410;KADIKÖY;19 Mayıs Mahallesi İnönü Caddesi No:85/B Kadıköy/İstanbul;29.09.2016 00:00;2013-06-18 00:00:00.000
1770;9810;MARMARİS;AKDENİZ             ;48;MUĞLA                                             ;A;4806;MARMARİS;Tepe Mah. Kubilay Alpugan Sok. No:6/A Marmaris/Muğla;NULL;2002-02-02 00:00:00.000
1775;1775;İZMİT TİCARİ MERKEZ;TİCARİ              ;41;KOCAELİ                                           ;P;4112;İZMİT;Körfez Mahallesi Ankara Karayolu Caddesi No:127 A İzmit/Kocaeli;15.02.2021 00:00;2013-06-19 00:00:00.000
1780;4640;MERTER;AVRUPA-2            ;34;İSTANBUL                                          ;A;3429;GÜNGÖREN;Mehmet Nesih Özmen Mah. Fatih Cad. No:25/1A Güngören/İstanbul;NULL;2008-03-20 00:00:00.000
1785;1785;BEYLİKDÜZÜ TİCARİ MERKEZ;TRAKYA              ;34;İSTANBUL                                          ;P;3422;BÜYÜKÇEKMECE;Yakuplu Merkez Mah.Hürriyet Bulvarı No:1 Skyport Residence K:3/68 Beylikdüzü/İst;03.12.2015 00:00;2013-06-18 00:00:00.000
1790;4400;MERSİN HAL;ÇUKUROVA            ;33;İÇEL                                              ;A;3310;AKDENİZ;Hal Mahallesi Hal içi Küme Evler Sokak L Blok Dış Kapı No: 321A Akdeniz/Mersin;NULL;2007-10-04 00:00:00.000
1795;1795;MECİDİYEKÖY-ORTAKLAR;AVRUPA-1            ;34;İSTANBUL                                          ;P;3413;ŞİŞLİ;Fulya Mahallesi Büyükdere Caddesi No: 34/B Şişli/İstanbul;18.12.2017 00:00;2013-06-18 00:00:00.000
1805;1805;RAHMANLAR;İSTANBUL ANADOLU-2  ;34;İSTANBUL                                          ;P;3411;KARTAL;Atalar Mah. Üsküdar Cad. No:111/B  Kartal/İstanbul;23.05.2016 00:00;2013-06-18 00:00:00.000
1810;1810;YEŞİLYURT ÖZEL BANKACILIK MERKEZİ;ÖZEL BANKACILIK     ;34;İSTANBUL                                          ;P;3402;BAKIRKÖY;Yeşilyurt İş Merkezi Sipahioğlu Cad. No:2 K:4 D:7 Yeşilyurt   Bakırköy / İstanbu;17.01.2018 00:00;2013-06-18 00:00:00.000
1815;1815;ÖZEL BANKACILIK MERKEZİ EMİNÖNÜ;ÖZEL BANKACILIK     ;34;İSTANBUL                                          ;P;3408;FATİH;Hobyar Mahallesi Şeyhulislam Hayri Efendi Caddesi No:13 K:3-4 Eminönü-Fatih;17.01.2018 00:00;2013-06-18 00:00:00.000
1825;1825;İSTANBUL ADALET SARAYI;AVRUPA-1            ;34;İSTANBUL                                          ;P;3410;KADIKÖY;İstanbul Adalet Sarayı D1 Blok 2. Bodrum Kat 5 Nolu Alan Kağıthane/İstanbul;27.10.2016 00:00;2013-06-18 00:00:00.000
1830;5080;GAYRETTEPE TİCARİ MERKEZ;AVRUPA-2            ;34;İSTANBUL                                          ;A;3413;ŞİŞLİ;Büyükdere Caddesi No:141 Kat:4 Esentepe-Şişli/İstanbul;NULL;2010-08-09 00:00:00.000
1835;1835;EMEK;BAŞKENT-1           ;6;ANKARA                                            ;P;602;ÇANKAYA;Emek Mahallesi Bişkek caddesi 72/B ÇANKAYA/ANKARA;20.12.2016 00:00;2013-06-19 00:00:00.000
1840;3725;MUSTAFA KEMAL MAHALLESİ BÜYÜK İŞLETMELER;BAŞKENT-2           ;6;ANKARA                                            ;A;602;ÇANKAYA;Mustafa Kemal Mh.Şehit Öğr.Şenay Aybüke Yalçın Cd.No:31 KapıNo:1 Çankaya/Ankara;NULL;2022-05-16 00:00:00.000
1845;1845;ANTALYA TİCARİ MERKEZ;AKDENİZ             ;7;ANTALYA                                           ;P;719;MURATPAŞA;Güvenlik Mah. 282 Sok. Ata İş Merkezi Sit. No:2/401 Muratpaşa/Antalya;16.12.2015 00:00;2013-06-20 00:00:00.000
1850;3490;TÜMSAN BAŞAKŞEHİR;AVRUPA-2            ;34;İSTANBUL                                          ;A;3438;BAŞAKŞEHİR;İkitelli Org. San. Böl. Tümsan San. Sit. 2. Kısım C Blok No:20 Başakşehir/İstanb;NULL;2005-10-06 00:00:00.000
1855;9760;HATAY İZMİR;EGE                 ;35;İZMİR                                             ;A;3530;KARABAĞLAR;İnönü Cad. No:233/A Hatay / İzmir;NULL;2002-01-03 00:00:00.000
1860;1540;ÇİVRİL;AKDENİZ             ;20;DENİZLİ                                           ;A;2006;ÇİVRİL;Çatlar Mah. Cumhuriyet Cad. No:5 Çivril / Denizli;NULL;2009-09-16 00:00:00.000
1865;1865;İZMİR 4.SANAYİ;EGE                 ;35;İZMİR                                             ;P;3501;BORNOVA;Evka 3 Mahallesi 129/13 Sokak No:19 Bornova/İZMİR;17.07.2018 00:00;2013-06-19 00:00:00.000
1870;1330;MENDERES;EGE                 ;35;İZMİR                                             ;A;3521;MENDERES;Kasımpaşa Mahallesi Atatürk Caddesi No:35/B Menderes/İzmir;NULL;2008-12-19 00:00:00.000
